type,file,line,issue,severity,fix
unhandled-promise,src/utils/globalStateManager.ts,460,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/globalStateManager.ts,506,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/globalStateManager.ts,624,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/globalStateManager.ts,635,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/globalStateManager.ts,643,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/globalStateManager.ts,656,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/internationalizationManager.ts,444,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/internationalizationManager.ts,491,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/launchExecutionMarketEntryManager.ts,123,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/launchExecutionMarketEntryManager.ts,135,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/launchExecutionMarketEntryManager.ts,162,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/launchExecutionMarketEntryManager.ts,173,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/launchExecutionMarketEntryManager.ts,200,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/launchExecutionMarketEntryManager.ts,223,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/launchExecutionMarketEntryManager.ts,228,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/launchExecutionMarketEntryManager.ts,233,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/launchExecutionMarketEntryManager.ts,239,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/launchExecutionMarketEntryManager.ts,253,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/launchExecutionMarketEntryManager.ts,264,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/launchExecutionMarketEntryManager.ts,276,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/launchExecutionMarketEntryManager.ts,281,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/launchExecutionMarketEntryManager.ts,286,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/launchExecutionMarketEntryManager.ts,299,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/launchExecutionMarketEntryManager.ts,313,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/launchExecutionMarketEntryManager.ts,324,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/launchExecutionMarketEntryManager.ts,329,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/launchExecutionMarketEntryManager.ts,334,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/launchExecutionMarketEntryManager.ts,342,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/launchExecutionMarketEntryManager.ts,356,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/launchExecutionMarketEntryManager.ts,367,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/launchExecutionMarketEntryManager.ts,372,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/launchExecutionMarketEntryManager.ts,377,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/launchExecutionMarketEntryManager.ts,383,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/launchExecutionMarketEntryManager.ts,397,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/launchExecutionMarketEntryManager.ts,408,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/launchExecutionMarketEntryManager.ts,419,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/launchExecutionMarketEntryManager.ts,424,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/launchExecutionMarketEntryManager.ts,429,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/launchExecutionMarketEntryManager.ts,437,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/launchExecutionMarketEntryManager.ts,474,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/launchExecutionMarketEntryManager.ts,501,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/launchExecutionMarketEntryManager.ts,510,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/launchExecutionMarketEntryManager.ts,546,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/launchExecutionMarketEntryManager.ts,576,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/launchExecutionMarketEntryManager.ts,596,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/launchExecutionMarketEntryManager.ts,615,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/launchExecutionMarketEntryManager.ts,637,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/launchExecutionMarketEntryManager.ts,655,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/localizationManager.ts,303,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/localizationManager.ts,315,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/localizationManager.ts,328,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/localizationManager.ts,339,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/localizationManager.ts,344,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/localizationManager.ts,350,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/localizationManager.ts,364,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/localizationManager.ts,379,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/localizationManager.ts,384,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/localizationManager.ts,390,Async function call without await,Medium,Add await or handle promise rejection
